checking_sttus,durtion_new,credit_history,purpose,credit_mount,credit_mount_new,svings_sttus,employment,instllment_commitment,personl_sttus,other_prties,residence_since,property_mgnitude,ge,other_pyment_plns,housing,existing_credits,job,own_telephone,foreign_worker,clss
12,27,34,43,2520,1,63,73,4,93,101,2,122,23,143,152,2,172,191,201,2
14,15,32,43,3568,1,61,75,4,92,101,2,123,54,141,151,1,174,192,201,1
14,42,32,43,7166,3,65,74,2,94,101,4,122,29,143,151,1,173,192,201,1
11,11,34,40,3939,2,61,73,1,93,101,2,121,40,143,152,2,172,191,201,1
12,15,32,45,1514,1,62,73,4,93,103,2,121,22,143,152,1,173,191,201,1
14,24,32,40,7393,3,61,73,1,93,101,4,122,43,143,152,1,172,191,201,1
11,24,31,40,1193,1,61,71,1,92,102,4,124,29,143,151,2,171,191,201,2
11,56.9,32,49,7297,3,61,75,4,93,102,4,124,36,143,151,1,173,191,201,2
14,30,34,43,2831,1,61,73,4,92,101,2,123,33,143,152,1,173,192,201,1
13,24,32,43,1258,1,63,73,3,92,101,3,123,57,143,152,1,172,191,201,1
12,6,32,43,753,1,61,73,2,92,103,3,121,64,143,152,1,173,191,201,1
12,18,33,49,2427,1,65,75,4,93,101,2,122,42,143,152,2,173,191,201,1
14,24,33,40,2538,1,61,75,4,93,101,4,123,47,143,152,2,172,191,201,2
12,15,31,40,1264,1,62,73,2,94,101,2,122,25,143,151,1,173,191,201,2
12,30,34,42,8386,3,61,74,2,93,101,2,122,49,143,152,1,173,191,201,2
14,48,32,49,4844,2,61,71,3,93,101,2,123,33,141,151,1,174,192,201,2
13,21,32,40,2923,1,62,73,1,92,101,1,123,28,141,152,1,174,192,201,1
11,36,32,41,8229,3,61,73,2,93,101,2,122,26,143,152,1,173,191,201,2
14,24,34,42,2028,1,61,74,2,93,101,2,122,30,143,152,2,172,191,201,1
11,15,34,42,1433,1,61,73,4,92,101,3,122,25,143,151,2,173,191,201,1
13,42,30,49,6289,2,61,72,2,91,101,1,122,33,143,152,2,173,191,201,1
14,13,32,43,1409,1,62,71,2,92,101,4,121,64,143,152,1,173,191,201,1
11,24,32,41,6579,2,61,71,4,93,101,2,124,29,143,153,1,174,192,201,1
12,24,34,43,1743,1,61,75,4,93,101,2,122,48,143,152,2,172,191,201,1
14,12,34,46,3565,1,65,72,2,93,101,1,122,37,143,152,2,172,191,201,1
14,15,31,43,1569,1,62,75,4,93,101,4,123,34,141,152,1,172,191,201,1
11,18,32,43,1936,1,65,74,2,94,101,4,123,23,143,151,2,172,191,201,1
11,36,32,42,3959,2,61,71,4,93,101,3,122,30,143,152,1,174,192,201,1
14,12,32,40,2390,1,65,75,4,93,101,3,123,50,143,152,1,173,192,201,1
14,12,32,42,1736,1,61,74,3,92,101,4,121,31,143,152,1,172,191,201,1
11,30,32,41,3857,1,61,73,4,91,101,4,122,40,143,152,1,174,192,201,1
14,12,32,43,804,1,61,75,4,93,101,4,123,38,143,152,1,173,191,201,1
11,45,32,43,1845,1,61,73,4,93,101,4,124,23,143,153,1,173,192,201,2
12,45,34,41,4576,2,62,71,3,93,101,4,123,27,143,152,1,173,191,201,1
